# l_x l_y  l_re  l_q  l_pa  l_n  l_mag  s_x  s_y  s_re  s_q  s_pa  s_n  s_mag  l_mx  l_my  l_b  l_q  l_pa  l_eta  sh_x  sh_y  sh_b  sh_pa 
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 18.0 1.0 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 18.0 1.0 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 18.0 1.0 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 18.0 1.0 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 18.0 1.0 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 18.0 1.0 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 0.7 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 114.4 122.2 24.0 1.0 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 0.8 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 0.7 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 18.0 1.0 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 0.7 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.0 121.6 24.0 1.0 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.0 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 0.7 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 18.0 1.0 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 0.7 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 2.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 2.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 2.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 2.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 4.0 20.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 4.0 21.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 4.0 21.5 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
120.0 120.0 118 0.8 126 6.0 17.70 115.8 120.6 24.0 1.0 45.0 4.0 22.0 120.0 120.0 37.00 0.6 114.57 1.2 120.0 120.0 0.0 0.0
